gvkey,iid,cik,first_date,last_date
028150,01,1285233,2004-08-13,2005-11-14
025586,02C,1004938,2001-03-29,2002-05-07
003779,01,27075,1995-05-12,2001-08-20
150721,01,1111697,2000-07-19,2012-08-14
110573,01,1054730,2000-06-15,2001-11-19
026094,01,1527599,2014-03-12,2017-08-04
002025,04,9677,1994-06-08,1996-03-14
010671,13C,99070,2002-05-07,2004-03-15
030660,01,914066,1997-04-14,2001-05-07
029024,01,906249,1996-05-20,1998-11-19
028313,01,1089857,1999-08-13,2002-05-09
025075,01,935930,1996-05-15,2007-04-25
050580,01,2018222,2024-09-05,2025-01-23
039409,02,1862463,2021-10-15,2025-08-12
130618,12,1546066,2012-05-04,2025-02-27
130618,07C,1546066,2012-05-04,2025-02-27
032560,01,1679817,2018-06-29,2020-08-14
274536,01W,1430162,2022-08-12,2025-08-15
035270,01,1532346,2019-04-24,2023-11-14
039963,01,1867072,2021-09-28,2025-08-05
040132,02,1883814,2021-12-16,2025-08-12
034601,01,1757932,2019-03-29,2020-11-09
035957,01,1829726,2024-08-07,2025-02-19
030950,05,1142417,2017-03-16,2017-03-16
186675,01,1546381,2012-07-19,2018-08-09
036344,01,1802749,2020-08-14,2021-06-21
032539,01,1708715,2017-06-14,2020-08-14
015945,01W,1605484,2018-03-02,2018-03-02
319917,90,1782999,2021-04-15,2025-04-30
319917,02W,1782999,2021-04-15,2025-04-30
273726,03W,1351413,2010-03-25,2018-04-13
273726,02W,1351413,2010-03-25,2018-04-13
043195,90,1948294,2022-11-18,2025-05-01
036924,01,1770501,2024-08-06,2025-08-14
001283,01,3753,1994-07-28,2005-03-31
009382,01,86346,1994-03-31,2003-05-12
014688,01,820028,1995-03-06,2006-03-10
006182,01,1952,1995-05-15,2000-05-15
001988,01,9389,1994-03-29,2025-05-06
004259,01,16218,1995-10-25,1996-12-05
004218,01,31575,1994-04-28,1998-12-10
014398,01,38242,1995-09-25,2002-11-14
005544,01,46428,1995-05-11,2008-03-24
005763,05,48896,1994-09-14,1996-09-12
009494,01,87822,1996-02-20,1998-07-02
014619,01,832404,1996-08-13,1998-08-14
008283,01,96977,1994-03-25,1997-11-07
011319,03,105107,1995-04-04,2000-08-14
006736,01,225569,1995-05-15,2001-05-15
010846,13W,217410,2010-08-06,2025-03-13
010846,16W,217410,2010-08-06,2025-03-13
010846,08W,217410,2010-08-06,2025-03-13
039862,02,1860514,2021-10-08,2025-08-14
001195,01,1980034,2023-06-02,2023-06-02
033691,01,1721386,2018-05-18,2021-07-07
031041,02W,1270400,2004-07-29,2006-02-28
061083,01,892179,1996-05-15,1997-11-14
020969,01,724621,1995-02-21,1998-11-06
125575,01,1123266,2002-11-06,2003-05-01
001359,01,4310,1994-03-31,2001-05-14
011851,01,74431,1995-06-28,1995-11-14
010948,01,711405,1995-03-30,1996-06-11
030073,01,910109,1996-05-15,1996-11-14
108633,01,1085104,2001-05-10,2005-08-15
020247,01,1311967,2005-11-17,2008-11-18
150638,01W,1168106,2002-09-19,2002-09-19
100557,03W,1243443,2009-06-26,2009-06-26
220942,04W,1243443,2009-06-26,2009-06-26
012289,01,756680,1995-05-15,2001-08-20
017025,01,823550,1999-03-30,1999-04-23
157493,04,1057689,2003-11-21,2013-11-12
157493,02,1057689,2003-11-21,2013-11-12
180606,02,1438357,2008-08-05,2008-11-03
176900,90,1389476,2007-02-21,2010-12-07
015779,90W,1431048,2008-09-02,2010-06-07
015779,90,1431048,2008-09-02,2010-06-07
024598,03,1635886,2015-04-09,2015-07-13
050678,90,1995520,2024-02-16,2025-06-06
122138,01,1084421,2002-08-06,2002-11-01
125460,01,1082993,1999-06-18,2001-11-19
183544,01,895716,2007-03-26,2007-08-30
180362,01,1259208,2008-07-02,2008-09-05
063131,02,80816,1995-11-14,1996-11-05
009437,02,319019,1995-05-15,2001-05-08
030117,02,1010958,1998-05-22,1998-05-22
023738,01,715991,1995-11-03,1996-11-14
005166,01,740763,1994-03-28,2003-03-12
012614,01,758292,1995-02-06,1997-05-12
012738,01,789792,1994-11-04,2000-08-07
013016,01,790498,1995-03-31,1999-11-15
016662,01,799026,1995-02-24,1997-11-14
016891,01,830250,1996-05-10,1997-05-15
018758,01,845401,1996-05-31,1996-12-04
024671,01,854873,1996-05-13,1999-07-29
031254,01,1057437,1998-11-13,2001-05-10
137067,01,1091822,2000-03-31,2003-09-26
062855,01,1005858,1996-06-24,2000-07-20
062450,01,893573,1996-06-28,2000-02-09
112970,01,1116086,2000-06-05,2002-05-15
224817,91,1095749,2001-07-02,2002-10-25
027123,90,1661125,2015-12-21,2020-04-27
030475,01,919168,1997-04-17,1997-09-25
162733,01,820580,1996-08-01,1997-05-12
020734,01C,1223165,2003-11-04,2007-07-11
156178,02C,1349237,2007-04-02,2007-10-25
107098,01W,1341335,2011-09-13,2022-03-24
107098,01,1341335,2011-09-13,2022-03-24
107757,01C,1484457,2012-03-30,2015-03-27
157174,01W,1167764,2004-08-03,2006-11-20
100557,03W,1158533,2003-06-26,2007-08-30
220942,04W,1158533,2003-06-26,2007-08-30
185810,01,1327195,2010-10-22,2014-04-30
039185,02,1855447,2021-04-07,2025-08-05
037569,02,1825254,2020-11-20,2022-11-14
039185,03,1855447,2021-04-07,2025-08-05
019751,01,1746563,2018-07-13,2021-09-28
170818,01,1518720,2021-02-17,2021-11-15
038885,03,1847846,2021-06-16,2025-04-29
038367,01,1389518,2020-11-12,2024-08-13
041083,01,1886799,2021-10-12,2024-11-19
038885,02,1847846,2021-06-16,2025-04-29
040658,01,1898604,2022-01-25,2025-08-20
045040,01,1940941,2022-12-30,2025-04-23
050855,01,1985139,2024-08-16,2025-02-14
041936,01,1829247,2022-06-10,2025-08-13
272838,02,1326089,2013-12-19,2021-03-31
040473,02,1863099,2021-07-29,2023-05-03
031006,02C,1867834,2021-11-08,2024-11-14
037925,01,1770121,2020-11-10,2025-08-11
037291,03,1823767,2020-12-09,2022-08-12
180401,01,1477081,2024-11-13,2025-08-11
007637,01W,1792044,2021-03-01,2025-08-07
216330,01,1792044,2021-03-01,2025-08-07
045467,02,1930147,2024-05-10,2025-06-02
021780,01,933537,1995-08-14,1997-11-14
042219,01,1936255,2022-09-13,2025-08-27
025515,01,882261,1996-05-14,1997-08-14
202662,01W,1167990,2002-11-27,2004-06-07
150723,03,1090118,2010-08-06,2010-08-06
019914,01,824008,1995-12-18,1998-06-15
029982,01,915765,1996-05-15,1999-11-15
122396,01,1067822,1998-11-16,2000-03-17
185496,01,928447,2010-08-16,2014-08-14
045326,01,2020987,2024-06-20,2025-07-31
021422,01,1157602,2014-08-05,2016-08-04
025356,01,1739940,2019-02-28,2019-10-31
035659,02,1767043,2019-03-29,2019-12-09
158556,01,36405,2010-08-30,2025-08-27
187650,01,1526243,2021-05-12,2025-08-13
036988,03,1819263,2020-09-15,2021-08-16
037405,02,1825079,2021-01-15,2021-08-13
037074,03,1818876,2020-11-23,2022-08-11
040328,01,1876714,2021-11-24,2023-08-10
038928,90,1850235,2021-03-19,2025-04-30
351038,90,1671502,2021-06-16,2025-08-07
142715,01,1121811,2000-12-18,2005-11-14
065080,01,1051059,2000-08-21,2002-11-14
180098,01,1428779,2008-03-13,2008-11-13
035369,02,1764301,2019-06-21,2021-08-10
037983,03,1839550,2021-02-03,2022-11-14
037983,01,1839550,2021-02-03,2022-11-14
164122,01,1307431,2004-11-12,2006-11-22
164703,01,1324298,2005-05-17,2007-11-19
178673,01,1382696,2006-12-29,2009-11-09
184302,01,1443242,2008-08-20,2014-11-14
177800,01,920189,2007-03-30,2011-03-28
016142,01,1537834,2011-12-30,2014-11-14
003820,01,1519380,2011-08-09,2014-05-16
197657,01,1511648,2011-05-19,2013-08-09
012200,01,771999,2012-10-04,2013-09-13
018325,01,1575988,2013-09-09,2015-03-16
032355,04,1706946,2017-09-01,2019-08-09
147310,01,1144835,2002-02-27,2002-11-19
016621,04W,931239,2003-06-30,2004-08-23
158414,01,1412109,2007-11-02,2015-02-09
037855,03,1015535,1997-03-28,2007-05-15
066198,01,1281696,2005-01-11,2010-11-09
061153,03,1492849,2010-06-10,2010-11-19
051158,03,2049662,2025-01-29,2025-08-15
033741,01,1280396,2021-02-01,2022-08-12
246010,91W,1166272,2006-09-19,2023-08-30
273763,01W,1451505,2017-11-29,2017-11-29
038333,01,1819411,2020-11-16,2025-05-14
165846,01,2013745,2024-08-09,2025-08-08
027641,01,863895,2016-09-01,2018-10-22
018351,01C,1756607,2020-05-15,2024-08-08
125235,01,1955083,2022-11-29,2024-12-30
270509,90W,1776967,2020-05-07,2022-11-10
042243,01,1953366,2023-02-03,2024-08-06
039210,01W,1950246,2023-12-22,2025-02-24
045754,01,1987363,2024-11-22,2025-07-24
107154,01C,1311605,2016-03-23,2018-05-03
040558,01,1877461,2021-08-19,2025-08-11
009350,01,943097,1995-05-15,1996-06-20
061378,01,948851,1996-08-14,1996-11-13
177475,03,1381526,2006-11-22,2009-05-08
177475,01,1381526,2006-11-22,2009-05-08
179065,01,1159513,2010-05-07,2010-10-26
038284,01,1832168,2020-12-15,2024-11-07
175004,01,1058416,1998-06-01,1998-07-01
008315,01,354992,1995-06-14,1997-02-06
064982,01C,887637,1999-10-05,1999-10-05
016771,01,20358,1996-10-08,2001-02-20
009036,01,814331,1994-03-03,1994-11-14
038969,90,1854545,2021-05-21,2025-05-16
007395,01,66270,1995-02-08,1996-12-26
061813,01,1010854,1998-01-16,1998-11-17
106368,01,1013740,1998-05-15,2001-08-14
170665,01,802257,2012-01-31,2015-12-08
001470,01,276259,1995-08-14,1998-07-20
015426,01,1035972,1998-05-11,1999-04-29
160477,01,1338629,2005-09-19,2010-11-29
036495,02,1803914,2020-05-15,2021-04-15
039735,02,1867757,2021-07-12,2023-04-17
039923,01,1850699,2021-10-20,2023-03-30
040264,03,1885754,2021-10-13,2023-05-05
040264,01,1885754,2021-10-13,2023-05-05
002698,01,1166893,2003-03-18,2003-03-18
015467,01,840518,2003-05-20,2008-11-14
179125,01,1408166,2007-08-09,2009-11-20
186158,03,1507986,2010-12-22,2013-07-17
184836,01,1108730,2010-05-10,2013-01-22
243196,01W,1016837,2015-07-10,2015-11-30
005988,01W,722811,2002-11-01,2003-10-22
179929,08C,840551,2021-04-01,2022-08-11
002344,01,34682,1995-12-26,1996-02-23
163121,01,1305409,2005-03-14,2007-02-22
016431,01,850918,2003-07-02,2003-07-02
283947,01W,1472072,2009-11-17,2009-11-17
030289,01,1876581,2021-12-13,2021-12-13
039573,02,1836612,2021-03-05,2022-04-11
316125,01W,1667011,2021-06-11,2021-06-11
134267,90,1110999,2002-12-06,2002-12-06
013793,01,810624,1995-10-13,1997-05-20
062489,90,1009245,2003-06-27,2004-02-13
039946,03,2032528,2024-09-17,2025-05-21
187090,01,818675,2001-09-07,2002-02-14
040040,02,1862327,2021-11-03,2023-11-14
174656,01,1922446,2025-02-11,2025-02-11
003375,01,23249,1995-04-05,1999-06-30
152474,01,1121131,2003-01-15,2004-06-29
002622,01,16343,1996-11-14,1996-11-14
134965,01,1042057,2000-03-13,2000-09-27
007153,01,720900,1994-02-03,1998-10-23
141241,01,1398931,2007-11-14,2007-11-14
186042,01C,1336776,2006-02-09,2008-06-10
186042,01,1336776,2006-02-09,2008-06-10
183961,01C,1462081,2011-09-19,2011-11-29
176638,01,1325950,2006-07-21,2008-05-20
031347,02,1722387,2021-03-12,2025-08-13
001348,01,1084384,2000-03-22,2002-02-14
043842,01,1979414,2023-09-27,2025-08-18
160337,01,1288746,2004-04-29,2005-02-07
178849,01,1232468,2007-08-16,2007-11-08
185711,90,1502505,2010-10-12,2011-08-05
154910,01C,1012454,2004-08-19,2006-11-08
141280,01,1109386,2000-08-11,2000-08-11
015889,20W,859994,2002-12-24,2007-01-08
015889,03W,859994,2002-12-24,2007-01-08
165733,01,1364644,2006-08-23,2008-06-27
122194,10C,1695519,2018-08-01,2022-07-28
146454,01,715579,2019-09-16,2020-03-26
036844,01,1816431,2020-08-03,2021-05-24
051553,90W,2013649,2024-04-25,2025-08-29
162198,01,943003,2008-05-23,2008-05-23
177630,03,1368613,2006-07-13,2009-05-14
177630,02,1368613,2006-07-13,2009-05-14
244668,01W,1016837,2010-05-27,2010-11-05
182185,01,1405350,2011-04-13,2011-08-15
110808,01,1568832,2014-04-22,2014-06-05
164443,01C,1532079,2015-05-15,2016-05-11
028834,90,1285066,2004-04-06,2007-10-15
140228,01C,1359154,2008-06-11,2009-08-14
035153,01W,1713539,2021-12-29,2025-03-31
038400,02,1985062,2024-01-31,2025-06-25
040235,02,2028336,2025-01-10,2025-08-14
107463,01,1801762,2022-03-17,2022-06-14
037998,03,1909417,2022-11-30,2023-09-13
050341,01,1993400,2024-01-12,2025-06-30
101276,12W,1605484,2021-03-03,2025-02-27
011808,02,776074,1994-03-30,1995-05-15
063396,01,1014982,1996-05-29,1998-03-17
043643,90,1954042,2022-12-07,2025-08-14
036871,03,1819157,2020-08-14,2022-08-16
039018,01,1990550,2023-11-13,2023-11-13
045446,01,2013639,2024-03-04,2025-08-14
117845,01,1169483,2002-08-19,2003-04-01
176843,01,1366309,2006-07-28,2009-03-23
008726,02,80051,1994-01-13,1996-04-16
008974,03,82329,1995-03-14,1997-10-27
124761,01,1095792,2002-11-14,2005-06-03
024803,01,310568,2015-12-16,2015-12-16
006218,02,702808,1995-03-30,1999-02-23
013367,01,812310,1995-02-28,1997-10-14
011895,01,751926,1994-03-30,1994-10-31
179414,01,1255691,2008-01-10,2009-10-19
011972,01,780260,1999-03-15,2000-10-20
036780,01,1869858,2022-03-04,2022-06-24
039896,02,1860482,2021-10-18,2023-05-22
023936,02,1625042,2014-11-17,2016-11-14
034495,01,1795749,2020-01-08,2020-01-08
021206,01,1608269,2014-05-16,2015-08-14
023936,03,1625042,2014-11-17,2016-11-14
035483,01,1769318,2019-07-17,2021-05-17
035483,04,1769318,2019-07-17,2021-05-17
038177,03,1819498,2020-09-30,2023-11-14
039965,01,1865248,2021-10-27,2024-02-20
016535,01,1501017,2011-04-14,2012-08-14
036886,01,1011901,2018-08-27,2018-08-27
282363,90,1712641,2018-02-15,2021-08-19
041461,01,1879001,2025-02-18,2025-02-18
029473,03,1682745,2016-12-09,2018-11-08
322576,90W,1792627,2022-03-02,2022-03-02
015498,01W,1089113,2006-07-31,2012-02-27
160256,01,1121026,2004-01-16,2004-05-11
165816,02,1336545,2005-12-21,2007-11-09
162006,01C,1307111,2004-12-22,2007-04-02
144927,01,1132415,2006-06-30,2007-02-08
065248,06W,1403882,2007-10-01,2007-10-19
065248,15W,1403882,2007-10-01,2007-10-19
065248,17W,1403882,2007-10-01,2007-10-19
065248,11W,1403882,2007-10-01,2007-10-19
180181,91,1436223,2008-05-30,2010-10-28
186610,01W,1506185,2011-02-25,2011-04-27
015172,07,1513153,2014-05-07,2014-07-30
186677,01,1790368,2019-10-16,2021-04-16
035830,01,1844224,2021-05-07,2021-09-01
038145,02,1844650,2021-09-02,2022-11-14
038123,02,1842916,2021-06-07,2023-05-12
045700,01,2027708,2024-07-01,2025-08-14
051164,02,2058359,2025-03-03,2025-08-14
050352,02,2012964,2024-09-13,2025-08-08
220921,01W,884614,2004-01-22,2004-01-22
038350,02,1903145,2022-10-12,2022-10-12
045549,02,2035644,2025-01-24,2025-08-14
285229,01W,1496371,2014-05-19,2014-08-29
149268,01,1645676,2015-06-23,2015-08-10
031803,01,1703887,2017-05-04,2017-06-09
100037,01W,1707925,2018-12-06,2018-12-06
041078,01,1903464,2022-01-11,2025-06-20
106427,01C,1164758,2003-03-10,2003-07-02
271710,02W,1047716,2012-08-13,2012-08-13
024636,01,918541,2014-10-27,2014-10-27
023424,01,1628331,2015-02-04,2015-04-27
308989,90,1722890,2018-11-08,2021-08-12
033433,03,1533523,2018-12-28,2019-08-14
001263,01,1860805,2021-07-07,2022-06-15
001263,01C,1860805,2021-07-07,2022-06-15
016560,90,1675149,2024-06-06,2024-06-06
147639,01,810332,2025-07-11,2025-07-11
038121,03W,1953530,2023-03-28,2025-08-21
051518,03,2048948,2025-02-05,2025-08-14
051518,02,2048948,2025-02-05,2025-08-14
165438,01,1336593,2006-07-06,2010-07-01
162885,01,1396348,2007-06-27,2008-02-08
101396,08W,899108,2006-09-21,2006-09-21
101396,02W,899108,2006-09-21,2006-09-21
107887,01,1002771,2020-02-12,2022-11-15
012978,01,1637459,2015-08-10,2016-07-07
064846,02,1973160,2023-05-22,2024-12-10
028740,01,1394220,2007-04-05,2007-12-13
177602,01C,1406635,2009-11-20,2011-11-15
031593,01,1605301,2018-02-16,2018-07-16
024523,01,1783010,2022-05-11,2022-05-11
137135,02C,1089113,2004-07-27,2011-05-12
245397,01W,1579695,2015-05-14,2015-06-12
184283,01,1363294,2010-03-31,2010-11-19
016679,01,764811,2011-08-17,2011-09-15
145413,01,878198,2012-07-17,2012-07-17
164106,01C,1432606,2008-05-14,2008-05-14
038350,03,1821169,2021-02-16,2022-05-20
050723,01,1980210,2024-01-24,2025-04-30
356859,01W,2032966,2024-11-04,2025-08-14
051558,03,2052547,2025-06-23,2025-08-08
038350,04,1821169,2022-01-10,2022-05-20
022449,01,1683541,2021-09-27,2025-08-06
040443,01,1865389,2021-11-15,2024-04-03
025911,01,1137390,2025-04-07,2025-04-07
004878,01,1304077,2022-01-06,2023-04-18
212340,90,1395064,2019-02-15,2019-08-09
247961,01W,1166834,2023-05-11,2024-09-26
206460,01W,1089113,2007-02-16,2012-02-24
328032,01W,1415921,2021-03-24,2021-03-31
014341,01,1548281,2012-09-07,2014-10-15
034488,01,1463000,2022-11-04,2024-04-30
050945,01,2045473,2025-04-01,2025-08-14
021699,01,1026495,1998-02-12,1998-02-12
117841,01,1036824,1999-03-31,2000-08-14
223547,92,1160262,2002-12-03,2003-05-06
010846,07,1066808,1999-08-12,1999-08-12
012384,27W,1066808,1999-08-12,1999-08-12
012384,01W,1066808,1999-08-12,1999-08-12
012384,10W,1066808,1999-08-12,1999-08-12
012384,23W,1066808,1999-08-12,1999-08-12
010846,02W,1066808,1999-08-12,1999-08-12
012384,93W,1066808,1999-08-12,1999-08-12
010846,22W,1066808,1999-08-12,1999-08-12
030895,01,65202,1996-02-22,1996-12-30
243011,90W,1159204,2003-06-25,2006-08-11
243011,01W,1159204,2003-06-25,2006-08-11
162107,01,1299993,2005-03-08,2009-02-25
185030,01,1510400,2012-04-30,2018-08-01
174038,01,1385849,2024-06-28,2024-06-28
037173,01C,1865482,2022-02-16,2022-02-16
006856,01,65771,1994-02-15,1995-05-12
007366,02,65984,2000-08-11,2013-10-29
001573,01,90811,1994-06-13,1999-06-03
012749,04,81033,2001-05-15,2002-11-04
144134,01,1096916,2000-10-06,2001-06-14
021250,01,834263,1996-05-13,1996-08-13
144927,01,1282648,2007-11-06,2008-01-16
180029,01,1014852,2000-08-22,2002-04-01
009403,02,314661,2001-11-14,2001-11-14
111542,01,764038,2012-02-28,2012-03-23
038777,01W,1853084,2023-03-08,2023-03-08
133727,01C,1299878,2005-08-18,2007-05-31
003243,23,200245,2005-04-15,2005-04-15
008104,01,277952,1996-10-17,1999-04-08
100472,03,764180,2013-08-13,2015-07-01
013008,05,809066,1995-05-12,1996-05-15
022239,01,830504,1996-11-12,1997-05-16
065772,01W,1019982,1996-11-18,1997-05-15
065423,09W,1045302,2003-02-12,2003-08-06
220212,02W,933267,2016-03-16,2016-03-16
038974,03,1964630,2024-03-28,2025-02-28
035289,01,1774155,2019-05-31,2020-11-16
183793,03,1402364,2010-01-15,2010-08-09
193056,01,1405917,2012-01-23,2013-03-18
324446,01W,920532,2016-05-27,2016-05-27
040120,03,1856774,2021-05-17,2023-03-31
005079,01,40779,1994-03-10,1997-11-12
015254,01,842888,1995-11-14,1997-04-14
063608,01,1018728,1996-11-13,1997-11-10
178672,01,1316691,2005-02-11,2005-04-15
021094,01,1607611,2014-05-14,2016-09-13
124042,01,741341,1994-08-15,1994-11-10
124042,03,741341,1994-08-15,1994-11-10
124042,10C,741341,1994-08-15,1994-11-10
124042,04W,741341,1994-08-15,1994-11-10
027265,01C,1259995,2006-03-17,2009-03-19
133145,01,1843573,2021-02-12,2021-06-01
038050,02,1691421,2022-11-30,2022-11-30
004471,02,33837,1994-02-16,1996-12-12
012555,10,51720,1997-03-26,1997-11-13
272838,02,351817,2022-05-09,2022-06-06
202168,01W,19731,1999-05-28,1999-05-28
101020,09W,1107458,2000-05-09,2000-05-09
101020,18W,1107458,2000-05-09,2000-05-09
026380,01,1648189,2015-08-10,2015-11-09
062842,01,1008896,1998-04-09,1998-11-19
162506,01,1671013,2017-03-30,2017-03-30
030165,06,1273813,2010-03-30,2010-03-30
112544,01,1143332,2002-03-07,2003-03-24
002418,01,812074,2007-03-01,2008-02-29
002794,01,22296,1995-11-13,1995-11-13
002468,01,1285786,2012-06-14,2012-07-13
184464,01C,1543418,2015-07-10,2015-07-10
007287,01,1093987,1999-10-28,2000-02-14
203944,90,944747,2015-05-07,2015-05-07
037038,03,1822492,2021-03-12,2021-07-29
345606,01W,1978867,2024-05-28,2025-05-21
005387,04,1348952,2015-11-23,2015-11-23
010744,01,319250,1996-08-14,1997-06-30
338272,02,1842219,2022-04-22,2022-04-22
143357,91W,1647339,2016-09-29,2016-09-29
367676,03W,1857306,2021-08-26,2021-11-16
039954,02,1820201,2021-07-08,2022-08-12
006923,01,1088199,2006-04-14,2006-04-14
031415,01,1445298,2008-11-05,2008-12-02
037496,03,1829042,2021-03-31,2022-08-11
013312,03W,1171264,2003-05-08,2003-10-29
027545,01C,1018591,2003-04-07,2003-08-15
012384,24W,85486,2002-08-02,2002-11-04
012384,28W,85486,2002-08-02,2002-11-04
100336,91,1340156,2006-07-31,2006-07-31
002136,92W,1175215,2010-04-22,2010-10-22
254318,90,1475365,2010-11-12,2011-08-04
254318,90W,1475365,2010-11-12,2011-08-04
114748,02,1208208,2013-04-16,2013-04-16
038248,01,1843388,2021-05-26,2021-11-19
183065,01,1946585,2022-09-23,2022-09-23
040369,02,1992818,2024-05-08,2024-05-08
185448,01C,1964504,2023-11-09,2024-08-13
006092,01,740892,1999-09-29,1999-09-29
124435,01,70866,2014-03-20,2014-03-20
156975,01,741516,2014-11-03,2014-11-03
282480,01W,1116942,2010-02-11,2010-02-11
029873,02,927762,1997-05-05,1997-05-05
064005,01,1025881,2002-04-02,2002-04-02
179665,01,1653171,2015-10-02,2015-10-02
019329,01,1454010,2014-03-31,2014-08-07
062993,90,1014622,1999-06-30,2002-06-26
174147,01W,1507934,2011-01-28,2011-01-28
002857,02,18654,2010-06-23,2010-07-06
002857,01,18654,2010-06-23,2010-07-06
106158,01C,1264089,2006-09-08,2006-09-08
045614,01,2068454,2025-06-18,2025-08-12
264645,01,1222719,2025-06-27,2025-06-27
165964,02,1354166,2006-10-31,2007-04-30
011749,90,777504,2005-05-26,2007-07-19
022699,01,1272942,2004-01-05,2004-01-05
103123,03W,937248,2000-05-04,2000-05-04
103123,02W,937248,2000-05-04,2000-05-04
176964,01,1382399,2006-12-15,2006-12-15
120835,01,1318220,2010-03-17,2010-03-17
008193,03,1060822,2011-04-28,2011-04-28
290753,01W,1376742,2010-01-19,2010-01-19
010134,01,726712,1998-05-01,1998-05-01
021382,01W,931098,2002-03-25,2002-03-25
021382,94,931098,2002-03-25,2002-03-25
007533,02,1031296,2013-11-19,2017-05-09
106629,01,1172214,2003-01-02,2003-04-08
165551,01C,1400917,2007-06-11,2007-06-11
186059,01,839470,2017-12-14,2017-12-14
037473,01,1513856,2020-05-18,2020-05-18
050403,01W,2025065,2025-05-09,2025-05-09
031448,01,1091667,2025-07-02,2025-07-02
101374,01W,1565228,2017-02-06,2017-02-06
029412,03,804116,2023-02-28,2023-02-28
165396,01,1337567,2005-09-09,2005-11-09
010355,01,889331,2003-09-22,2003-09-22
264412,04,2057463,2025-07-02,2025-08-07
175393,01C,1382367,2008-05-29,2008-06-02
025241,01,1442222,2008-08-13,2008-08-13
019527,01,1547530,2015-12-22,2015-12-22
210595,01W,1276671,2013-01-03,2013-01-03
008870,02C,1156831,2006-02-24,2006-02-24
148434,01,1181187,2011-05-06,2011-05-06
174471,01,1387713,2015-04-15,2015-04-15
146271,01,1160864,2009-11-05,2010-11-08
024891,01,1107713,2000-03-01,2000-03-01
314232,02W,1084966,2002-02-15,2002-02-15
013526,01,1359055,2010-09-28,2010-09-28
002994,01,19855,1996-03-08,1996-03-08
030286,01,919888,1996-08-14,1996-08-14
027743,01,1074909,2007-05-14,2007-05-14
004864,04,1328798,2014-10-02,2014-10-02
221495,01W,701374,1998-03-20,1998-03-20
037512,03,1889823,2023-01-27,2024-12-30
004723,05,36678,1994-11-14,1994-11-14
010743,01,99830,1995-03-20,1995-03-20
031746,01,932424,1996-05-24,1996-05-24
009352,01,205700,2003-08-15,2003-08-15
029973,01,906787,1996-08-14,1996-08-14
028650,01C,1031107,2000-05-22,2000-05-22
166218,01C,1369085,2021-09-17,2025-02-07
182970,01,1420847,2009-07-14,2009-07-14
170759,01,1800347,2021-03-19,2021-03-19
345699,02C,1431852,2023-11-08,2024-03-29
345699,01C,1431852,2023-11-08,2024-03-29
035455,01,314489,2025-03-03,2025-03-03
009149,01,904691,1996-05-15,1996-08-12
015579,90,1622143,2016-02-03,2016-02-03
208330,01W,45876,2000-08-29,2000-08-29
024870,01,101830,2006-02-14,2006-02-14
100528,02W,100030,1999-05-17,1999-05-17
065574,01,1065254,1998-08-18,1998-08-18
108979,01,47288,1999-04-02,1999-04-02
160504,01,65770,2006-03-31,2006-03-31
063523,01,826447,1996-03-27,1996-03-27
215416,01W,1061893,1999-10-06,1999-10-06
158746,01,886163,2009-12-22,2009-12-22
061560,01,749037,2009-12-28,2009-12-28
203944,02W,1066113,2011-03-04,2011-03-04
030576,01,1880346,2021-09-01,2021-09-01
322717,90,1815436,2021-05-19,2021-05-19
037964,02,1837412,2021-02-12,2021-08-16
155234,02,1430972,2008-06-10,2008-06-10
043099,01,1760903,2021-02-10,2021-02-10
166368,04,1345126,2014-08-06,2014-08-06
015117,01,1633651,2018-02-13,2018-02-13
039992,01,1822553,2021-09-17,2021-09-17
145413,03,890897,2010-11-03,2010-11-03
029768,01,1071255,2017-11-09,2017-11-09
037361,02,1826000,2021-03-10,2021-05-18
145106,01,1297091,2004-08-13,2004-08-13
148953,01,1405049,2012-09-10,2012-09-10
178671,01,1514998,2014-09-03,2014-09-03
017689,01,1576940,2018-07-03,2018-07-03
066029,06,1600470,2018-10-12,2018-11-19
031137,90,1166691,2019-08-01,2019-08-01
020078,01,810111,1995-11-20,1995-11-20
015435,01,766588,1995-07-24,1995-07-24
144496,92W,1610520,2014-09-29,2014-09-29
018164,02,2051380,2025-08-14,2025-08-14
106257,01,1046057,2008-04-25,2008-04-25
284307,01W,1121484,2011-03-17,2011-03-17
031853,01,913692,1996-05-14,1996-05-14
180659,01,1438236,2008-06-30,2008-06-30
213349,01W,1059024,2000-10-23,2000-10-23
043384,01,1046995,2008-02-07,2008-02-07
027789,01,885263,1998-08-14,1998-08-14
149070,01W,1156375,2001-08-07,2025-07-25
006305,90,56316,2002-10-25,2005-06-07
183212,01,700978,2002-11-05,2014-05-08
201794,90W,1096200,2002-12-16,2007-11-16
110562,01,1057257,1998-05-15,2006-08-14
211897,90,1073965,1999-04-09,2007-05-10
028027,01W,897448,2002-05-09,2025-05-07
145046,06W,1156039,2001-08-16,2025-07-17
004199,01W,31277,1994-03-28,2012-10-31
221612,90W,1126113,2002-10-31,2006-11-01
002410,90C,313807,1999-04-01,2024-10-29
002410,03W,313807,1999-04-01,2024-10-29
061214,11W,937966,2003-03-14,2025-07-16
061214,12W,937966,2003-03-14,2025-07-16
157353,08,1267395,2003-11-12,2025-08-13
061214,90W,937966,2003-03-14,2025-07-16
368082,90W,937966,2003-03-14,2025-07-16
